datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,outlier_column
4/20/2016,2.66,3.33,2.4,17.1,11.0,5.0,15.0,3.0,2016,4,276,Wednesday,N05C
5/5/2016,4.66,3.0,6.0,41.0,16.0,3.0,1.0,2.0,2016,5,276,Thursday,N05C
5/27/2016,8.67,2.683,5.25,17.0,14.0,7.0,2.0,6.0,2016,5,276,Friday,N05C
6/2/2016,2.33,6.0,1.05,21.25,18.0,3.0,4.0,1.0,2016,6,276,Thursday,N05C
6/28/2016,1.33,1.429,2.25,24.0,20.0,5.0,2.0,7.0,2016,6,276,Tuesday,N05C
6/29/2016,7.0,8.01,6.5,22.0,12.5,7.0,1.0,2.0,2016,6,276,Wednesday,N05C
7/4/2016,8.34,5.34,1.15,14.0,8.0,3.0,7.0,6.0,2016,7,276,Monday,N05C
8/12/2016,8.66,5.66,6.1,27.6,6.0,4.0,0.0,2.0,2016,8,276,Friday,N05C
8/21/2016,8.0,3.627,7.4,39.0,3.0,4.0,1.0,1.0,2016,8,276,Sunday,N05C
9/6/2016,5.0,1.33,1.0,32.8,14.0,3.0,0.0,3.0,2016,9,276,Tuesday,N05C
9/23/2016,2.33,6.99,6.0,28.4,13.0,3.0,7.0,1.0,2016,9,276,Friday,N05C
9/27/2016,7.0,4.67,7.4,51.7,17.0,3.0,1.0,3.0,2016,9,276,Tuesday,N05C
10/18/2016,3.0,5.056,9.0,42.1,9.0,3.0,7.0,3.1,2016,10,276,Tuesday,N05C
11/14/2016,10.0,4.726,3.8,50.5,5.0,3.0,1.0,1.0,2016,11,276,Monday,N05C
11/15/2016,5.33,0.33,4.0,30.1,27.0,5.0,5.0,1.0,2016,11,276,Tuesday,N05C
11/25/2016,7.34,5.0,7.0,21.0,20.0,4.0,5.0,1.0,2016,11,276,Friday,N05C
11/26/2016,3.33,5.0,4.0,36.0,9.0,3.0,12.0,2.0,2016,11,276,Saturday,N05C
12/7/2016,4.34,2.726,1.7,47.0,8.0,3.0,7.0,3.0,2016,12,276,Wednesday,N05C
12/12/2016,3.66,2.429,3.1,44.5,28.33333333,3.0,21.0,4.0,2016,12,276,Monday,N05C
12/16/2016,7.33,6.32,2.2,39.775,8.0,3.0,23.0,1.0,2016,12,276,Friday,N05C
12/29/2016,11.0,6.01,6.35,81.2,4.0,3.0,6.0,2.0,2016,12,276,Thursday,N05C
1/20/2017,3.608333333,4.73875,4.125,37.625,23.33333333,2.916666667,12.5,2.5,2017,1,276,Friday,N05C
1/30/2017,8.058333333,5.61625,7.0,35.5175,17.08333333,4.166666667,7.083333333,4.166666667,2017,1,276,Monday,N05C
3/12/2017,7.68,7.01,2.0,48.0,6.0,4.0,15.0,2.0,2017,3,276,Sunday,N05C
5/8/2017,2.33,3.66,1.0,8.0,8.0,3.0,1.0,5.6,2017,5,276,Monday,N05C
5/12/2017,4.99,4.703,6.0,16.4,4.0,9.0,0.0,6.0,2017,5,276,Friday,N05C
5/15/2017,5.34,4.703,2.0,17.0,0.0,3.0,3.0,7.0,2017,5,276,Monday,N05C
5/31/2017,4.0,2.429,7.0,12.2,6.0,4.0,1.0,5.0,2017,5,276,Wednesday,N05C
6/14/2017,1.33,1.33,1.0,9.0,6.0,3.0,5.0,3.0,2017,6,276,Wednesday,N05C
7/13/2017,3.33,3.34,2.15,9.6,5.0,3.0,3.0,2.0,2017,7,276,Thursday,N05C
7/19/2017,6.33,3.66,4.0,20.6,6.0,3.0,1.0,6.0,2017,7,276,Wednesday,N05C
8/11/2017,4.33,1.65,5.1,8.0,6.0,3.0,0.0,0.0,2017,8,276,Friday,N05C
8/30/2017,7.67,3.99,3.15,17.0,4.0,3.0,0.0,2.0,2017,8,276,Wednesday,N05C
9/25/2017,1.0,2.517,1.0,39.2,7.0,3.0,26.0,1.0,2017,9,276,Monday,N05C
9/27/2017,4.0,2.33,3.0,38.0,7.0,3.0,3.0,0.0,2017,9,276,Wednesday,N05C
9/29/2017,1.0,5.0,3.0,35.4,8.0,6.0,5.0,1.0,2017,9,276,Friday,N05C
10/3/2017,0.34,2.1,3.15,57.2,21.0,3.0,5.0,2.0,2017,10,276,Tuesday,N05C
10/21/2017,3.33,3.769,3.3,25.2,9.0,3.0,5.0,4.0,2017,10,276,Saturday,N05C
11/3/2017,2.33,7.67,4.4,37.4,10.0,3.0,6.0,1.0,2017,11,276,Friday,N05C
11/6/2017,8.34,3.2,2.0,20.2,11.0,3.0,8.0,1.0,2017,11,276,Monday,N05C
11/15/2017,5.33,2.726,7.7,17.0,8.0,3.0,0.0,1.0,2017,11,276,Wednesday,N05C
11/28/2017,5.0,1.34,5.35,40.6,5.0,3.0,8.0,3.0,2017,11,276,Tuesday,N05C
12/28/2017,7.33,3.462,5.1,35.35,12.0,3.0,24.0,1.0,2017,12,276,Thursday,N05C
1/9/2018,5.33,2.099,5.0,33.825,9.0,6.0,10.0,1.0,2018,1,276,Tuesday,N05C
1/29/2018,2.33,4.363,4.25,47.9,10.0,3.0,4.0,1.0,2018,1,276,Monday,N05C
2/27/2018,3.33,2.65,3.4,26.7,20.0,9.0,8.0,1.0,2018,2,276,Tuesday,N05C
3/2/2018,4.0,3.0,9.5,38.4,24.0,3.0,17.0,5.5,2018,3,276,Friday,N05C
3/6/2018,9.5,6.33,5.85,22.2,22.0,8.0,2.0,1.0,2018,3,276,Tuesday,N05C
3/7/2018,4.5,1.67,4.0,20.2,31.0,5.0,11.0,1.4,2018,3,276,Wednesday,N05C
3/10/2018,6.0,4.109,4.0,21.7,11.0,3.0,17.0,6.0,2018,3,276,Saturday,N05C
3/26/2018,5.0,9.66,0.2,27.6,15.0,4.0,5.0,3.3,2018,3,276,Monday,N05C
3/30/2018,5.33,4.46,9.0,42.0,33.0,8.0,3.0,2.0,2018,3,276,Friday,N05C
4/3/2018,1.0,2.529,2.0,38.0,10.0,6.0,5.0,3.5,2018,4,276,Tuesday,N05C
4/10/2018,2.0,3.067,2.0,38.3,18.0,3.0,7.0,10.0,2018,4,276,Tuesday,N05C
5/19/2018,2.34,2.561,1.0,18.4,7.0,5.0,0.0,5.0,2018,5,276,Saturday,N05C
6/2/2018,8.0,3.086,4.0,23.0,9.0,3.0,7.0,9.0,2018,6,276,Saturday,N05C
6/6/2018,6.0,2.34,0.15,17.25,16.0,3.0,0.0,2.0,2018,6,276,Wednesday,N05C
6/20/2018,3.66,4.528,2.5,15.062,8.0,3.0,11.0,2.6,2018,6,276,Wednesday,N05C
6/25/2018,3.33,3.099,0.0,31.062,12.0,3.0,5.0,2.0,2018,6,276,Monday,N05C
7/5/2018,4.33,2.759,4.0,15.0,6.0,3.0,3.0,1.0,2018,7,276,Thursday,N05C
7/9/2018,3.33,2.0,4.0,31.0,12.0,3.0,0.0,3.0,2018,7,276,Monday,N05C
7/12/2018,3.0,4.34,7.0,24.0,11.0,4.0,0.0,3.0,2018,7,276,Thursday,N05C
8/4/2018,5.0,3.87,2.0,8.0,11.0,3.0,0.0,8.0,2018,8,276,Saturday,N05C
8/16/2018,3.33,8.729,4.0,27.4,6.0,3.0,5.0,5.0,2018,8,276,Thursday,N05C
9/10/2018,7.0,2.406,2.0,49.4,14.0,3.0,1.0,2.0,2018,9,276,Monday,N05C
10/8/2018,4.0,1.68,3.0,30.0,18.0,5.0,0.0,3.0,2018,10,276,Monday,N05C
10/16/2018,6.0,5.322,2.0,27.3,5.0,3.0,6.0,0.0,2018,10,276,Tuesday,N05C
10/21/2018,6.67,8.69,1.0,56.3,5.0,3.0,5.0,1.0,2018,10,276,Sunday,N05C
10/28/2018,5.33,5.33,1.6,53.75,9.0,3.0,13.0,3.0,2018,10,276,Sunday,N05C
11/1/2018,7.84,0.34,3.0,25.0,6.0,3.0,7.0,0.0,2018,11,276,Thursday,N05C
11/7/2018,7.0,1.863,3.0,38.9,15.0,3.0,8.0,0.0,2018,11,276,Wednesday,N05C
11/19/2018,6.01,2.44,2.0,47.2,6.0,3.0,3.0,0.0,2018,11,276,Monday,N05C
12/1/2018,7.0,8.779,2.05,41.0,7.0,3.0,13.0,2.0,2018,12,276,Saturday,N05C
12/11/2018,4.0,4.01,8.35,28.0,12.0,3.0,2.0,5.5,2018,12,276,Tuesday,N05C
12/18/2018,0.33,2.473,1.0,34.5,12.0,3.0,9.0,2.0,2018,12,276,Tuesday,N05C
12/20/2018,8.34,1.66,1.0,27.0,12.0,3.0,1.0,0.0,2018,12,276,Thursday,N05C
12/25/2018,8.0,6.076,5.1,42.6,9.0,3.0,21.0,2.0,2018,12,276,Tuesday,N05C
12/28/2018,11.67,5.845,1.0,56.4,11.0,6.0,9.0,0.0,2018,12,276,Friday,N05C
1/9/2019,3.0,1.33,2.0,64.8,24.0,3.0,10.0,1.0,2019,1,276,Wednesday,N05C
1/17/2019,5.34,3.68,3.7,55.6,10.0,3.0,8.0,1.0,2019,1,276,Thursday,N05C
1/24/2019,4.0,4.495,6.0,47.3,7.0,4.0,2.0,3.0,2019,1,276,Thursday,N05C
2/8/2019,2.0,6.373,7.0,50.2,9.0,3.0,12.0,5.0,2019,2,276,Friday,N05C
3/2/2019,4.01,1.33,4.0,46.0,9.0,3.0,0.0,5.0,2019,3,276,Saturday,N05C
3/5/2019,3.01,2.33,0.2,20.0,8.0,3.0,6.0,5.3,2019,3,276,Tuesday,N05C
3/11/2019,14.66,3.67,2.5,26.4,10.0,3.0,11.0,3.0,2019,3,276,Monday,N05C
4/10/2019,2.34,2.746,2.0,34.0,16.2,3.0,9.0,8.0,2019,4,276,Wednesday,N05C
4/16/2019,2.0,2.67,2.0,27.2,12.0,3.0,1.0,3.0,2019,4,276,Tuesday,N05C
4/20/2019,9.0,3.769,1.5,22.4,12.0,3.0,0.0,6.0,2019,4,276,Saturday,N05C
4/24/2019,2.34,4.747,3.0,39.1,13.0,3.0,12.0,2.0,2019,4,276,Wednesday,N05C
5/3/2019,4.01,2.34,3.0,24.0,11.0,3.0,16.0,8.0,2019,5,276,Friday,N05C
5/20/2019,3.67,6.396,5.0,21.3,11.0,4.0,13.0,5.0,2019,5,276,Monday,N05C
6/9/2019,9.33,1.033,8.0,16.5,7.0,4.0,0.0,5.0,2019,6,276,Sunday,N05C
6/20/2019,5.0,4.363,3.0,15.0,9.0,4.0,0.0,4.0,2019,6,276,Thursday,N05C
6/21/2019,3.0,2.33,3.0,24.8,8.0,3.0,4.0,6.0,2019,6,276,Friday,N05C
6/24/2019,10.0,4.68,3.1,19.0,9.0,3.0,3.0,7.0,2019,6,276,Monday,N05C
7/9/2019,2.67,2.703,8.0,15.0,12.0,4.0,3.0,2.0,2019,7,276,Tuesday,N05C
7/13/2019,5.0,3.417,1.0,17.6,5.0,3.0,0.0,5.0,2019,7,276,Saturday,N05C
7/27/2019,3.34,0.0,1.0,22.0,6.0,3.0,2.0,3.4,2019,7,276,Saturday,N05C
7/30/2019,9.5,6.187,5.0,19.0,9.0,4.0,33.0,5.0,2019,7,276,Tuesday,N05C
8/3/2019,5.34,4.68,2.3,12.0,6.0,5.0,1.0,3.4,2019,8,276,Saturday,N05C
8/9/2019,3.0,3.25,0.0,8.0,13.0,5.0,1.0,5.0,2019,8,276,Friday,N05C
9/3/2019,9.36,2.35,3.1,12.125,8.0,3.0,1.0,2.0,2019,9,276,Tuesday,N05C
9/7/2019,8.33,3.67,2.0,27.0,14.0,3.0,6.0,2.0,2019,9,276,Saturday,N05C
9/9/2019,1.18,2.124,3.0,26.0,4.0,3.0,5.0,2.0,2019,9,276,Monday,N05C
10/1/2019,11.34,2.406,0.1,47.0,15.0,4.0,17.0,1.5,2019,10,276,Tuesday,N05C
1/3/2014,8.0,4.0,4.4,50.6,16.0,0.0,20.0,4.0,2014,1,276,Friday,R03
3/13/2014,2.31,4.36,5.3,15.5,10.0,0.0,26.0,2.0,2014,3,276,Thursday,R03
5/13/2014,3.68,0.34,6.2,32.0,7.0,0.0,25.0,7.5,2014,5,276,Tuesday,R03
9/17/2014,2.34,6.0,4.0,39.6,11.0,2.0,19.0,4.0,2014,9,276,Wednesday,R03
9/19/2014,2.0,4.34,7.8,23.0,8.0,0.0,22.0,0.0,2014,9,276,Friday,R03
9/30/2014,10.0,5.34,4.0,61.3,10.0,2.0,22.0,2.0,2014,9,276,Tuesday,R03
10/4/2014,4.68,7.766,8.0,49.9,12.0,1.0,25.0,0.0,2014,10,276,Saturday,R03
10/21/2014,2.34,4.34,6.4,14.3,11.0,0.0,20.0,1.0,2014,10,276,Tuesday,R03
10/29/2014,5.0,1.0,6.6,41.0,20.0,2.0,27.0,1.0,2014,10,276,Wednesday,R03
1/19/2015,5.34,2.68,1.1,32.0,12.0,0.0,20.0,2.0,2015,1,276,Monday,R03
1/24/2015,4.34,3.33,9.2,49.7,31.0,0.0,22.0,1.0,2015,1,276,Saturday,R03
2/11/2015,3.0,5.14,3.6,48.5,16.0,0.0,20.0,2.0,2015,2,276,Wednesday,R03
2/13/2015,6.01,4.23,7.0,29.6,11.0,1.0,22.0,1.0,2015,2,276,Friday,R03
2/20/2015,5.33,4.66,0.5,27.0,5.0,0.0,25.0,6.0,2015,2,276,Friday,R03
2/23/2015,5.0,3.16,7.5,55.4,9.0,0.0,20.0,0.0,2015,2,276,Monday,R03
3/18/2015,7.33,2.0,5.3,24.4,5.0,0.0,20.0,2.0,2015,3,276,Wednesday,R03
3/27/2015,3.0,2.67,2.0,27.0,3.0,0.0,22.0,1.0,2015,3,276,Friday,R03
5/26/2015,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,2015,5,276,Tuesday,R03
5/28/2015,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,2015,5,276,Thursday,R03
6/7/2015,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,2015,6,276,Sunday,R03
6/17/2015,3.66,3.32,8.66,24.0,10.0,1.0,20.0,2.0,2015,6,276,Wednesday,R03
6/18/2015,3.0,5.33,7.0,24.6,4.0,0.0,23.0,3.6,2015,6,276,Thursday,R03
10/8/2015,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,2015,10,276,Thursday,R03
11/12/2015,6.0,4.33,6.0,24.0,11.0,0.0,20.0,0.0,2015,11,276,Thursday,R03
12/13/2015,9.33,4.32,7.0,29.0,5.0,0.0,27.0,0.0,2015,12,276,Sunday,R03
12/14/2015,5.0,3.0,6.6,37.4,11.0,0.0,21.0,1.0,2015,12,276,Monday,R03
12/28/2015,4.0,5.099,9.2,61.5,18.0,3.0,26.0,1.0,2015,12,276,Monday,R03
2/8/2016,6.33,6.99,5.5,28.038,5.0,0.0,23.0,1.0,2016,2,276,Monday,R03
2/12/2016,5.99,6.429,8.5,60.675,4.0,0.0,20.0,1.0,2016,2,276,Friday,R03
2/19/2016,4.0,1.67,4.0,28.7,18.0,2.0,26.0,1.0,2016,2,276,Friday,R03
2/28/2016,8.0,4.033,10.1,66.5,6.0,0.0,26.0,5.0,2016,2,276,Sunday,R03
3/12/2016,3.0,6.373,1.4,41.8,4.0,0.0,23.0,1.0,2016,3,276,Saturday,R03
3/14/2016,4.33,3.32,10.0,35.9,12.0,0.0,23.0,1.0,2016,3,276,Monday,R03
3/21/2016,5.0,8.056,6.0,45.7,11.0,0.0,36.0,7.0,2016,3,276,Monday,R03
4/2/2016,3.67,2.0,7.0,32.3,4.0,0.0,19.0,7.4,2016,4,276,Saturday,R03
5/14/2016,5.34,4.67,5.55,31.25,13.0,0.0,21.0,1.0,2016,5,276,Saturday,R03
6/16/2016,4.0,0.33,1.0,20.5,4.0,0.0,22.0,3.0,2016,6,276,Thursday,R03
7/1/2016,4.0,2.01,5.5,24.0,1.0,0.0,20.0,7.0,2016,7,276,Friday,R03
8/5/2016,10.33,3.42,3.7,21.0,24.0,0.0,24.0,1.3,2016,8,276,Friday,R03
12/2/2016,6.0,1.076,3.2,43.0,14.0,0.0,26.0,0.2,2016,12,276,Friday,R03
12/6/2016,6.0,5.09,4.4,27.2,4.0,0.0,20.0,1.0,2016,12,276,Tuesday,R03
12/12/2016,3.66,2.429,3.1,44.5,28.33333333,3.0,21.0,4.0,2016,12,276,Monday,R03
12/16/2016,7.33,6.32,2.2,39.775,8.0,3.0,23.0,1.0,2016,12,276,Friday,R03
4/3/2017,6.33,1.0,5.6,25.6,8.0,0.0,20.0,3.0,2017,4,276,Monday,R03
4/25/2017,8.0,2.99,2.2,24.0,4.0,0.0,26.0,5.0,2017,4,276,Tuesday,R03
5/3/2017,1.33,3.34,6.0,18.2,6.0,0.0,20.0,2.0,2017,5,276,Wednesday,R03
6/3/2017,5.0,1.726,3.0,10.0,3.0,1.0,22.0,2.0,2017,6,276,Saturday,R03
6/7/2017,5.33,4.693,4.0,21.0,13.0,0.0,20.0,7.0,2017,6,276,Wednesday,R03
6/29/2017,4.0,3.67,6.0,17.0,1.0,0.0,21.0,5.0,2017,6,276,Thursday,R03
7/5/2017,4.5,1.66,2.0,16.0,20.0,0.0,22.0,6.0,2017,7,276,Wednesday,R03
7/18/2017,9.67,5.67,1.5,14.0,8.0,0.0,20.0,4.0,2017,7,276,Tuesday,R03
9/25/2017,1.0,2.517,1.0,39.2,7.0,3.0,26.0,1.0,2017,9,276,Monday,R03
9/30/2017,5.33,3.01,3.0,61.9,6.0,0.0,28.0,0.0,2017,9,276,Saturday,R03
10/1/2017,4.0,5.891,3.0,72.1,7.0,1.0,20.0,1.0,2017,10,276,Sunday,R03
10/14/2017,4.84,3.66,4.0,42.2,9.0,1.0,20.0,0.0,2017,10,276,Saturday,R03
10/23/2017,3.33,1.363,2.0,28.6,4.0,0.0,28.0,1.0,2017,10,276,Monday,R03
10/27/2017,6.32,2.363,6.0,26.0,14.0,1.0,21.0,2.0,2017,10,276,Friday,R03
11/10/2017,9.34,6.66,6.2,34.0,9.0,0.0,22.0,2.0,2017,11,276,Friday,R03
11/14/2017,3.0,0.859,2.0,6.8,14.0,0.0,19.0,1.0,2017,11,276,Tuesday,R03
11/17/2017,3.0,4.837,3.0,34.0,5.0,0.0,30.0,2.0,2017,11,276,Friday,R03
12/28/2017,7.33,3.462,5.1,35.35,12.0,3.0,24.0,1.0,2017,12,276,Thursday,R03
1/5/2018,12.0,6.825,3.0,26.0,11.0,0.0,21.0,1.0,2018,1,276,Friday,R03
1/17/2018,6.67,2.85,2.0,30.2,10.0,2.0,41.0,2.0,2018,1,276,Wednesday,R03
2/7/2018,4.84,8.132,3.2,44.8,8.0,0.0,23.0,0.0,2018,2,276,Wednesday,R03
2/22/2018,5.0,6.33,3.15,30.0,6.0,0.0,20.0,0.0,2018,2,276,Thursday,R03
3/13/2018,2.0,5.066,5.2,15.2,18.0,0.0,21.0,5.0,2018,3,276,Tuesday,R03
4/1/2018,6.83,3.34,0.0,37.0,19.0,1.0,22.0,5.0,2018,4,276,Sunday,R03
4/6/2018,3.67,3.0,4.2,33.525,13.0,0.0,23.0,5.0,2018,4,276,Friday,R03
4/13/2018,4.5,2.033,5.0,23.0,12.0,0.0,23.0,4.0,2018,4,276,Friday,R03
4/25/2018,9.0,7.66,5.0,18.1,8.0,2.0,30.0,9.0,2018,4,276,Wednesday,R03
5/14/2018,6.0,6.539,1.0,20.0,4.0,1.0,37.0,3.0,2018,5,276,Monday,R03
7/4/2018,1.0,2.83,3.5,16.25,6.0,0.0,22.0,7.0,2018,7,276,Wednesday,R03
8/20/2018,4.0,5.68,4.2,21.4,7.0,0.0,20.0,3.0,2018,8,276,Monday,R03
8/23/2018,5.0,4.067,4.0,35.0,8.0,0.0,23.0,3.0,2018,8,276,Thursday,R03
8/24/2018,4.0,2.34,1.0,38.5,7.0,0.0,21.0,4.0,2018,8,276,Friday,R03
8/31/2018,4.34,3.34,0.0,17.2,13.0,1.0,20.0,4.0,2018,8,276,Friday,R03
9/7/2018,2.0,1.746,4.0,42.0,6.0,0.0,22.0,7.7,2018,9,276,Friday,R03
9/22/2018,6.0,3.833,1.5,31.6,6.0,1.0,23.0,3.0,2018,9,276,Saturday,R03
9/25/2018,6.0,4.736,3.3,53.85,11.0,0.0,22.0,2.0,2018,9,276,Tuesday,R03
9/29/2018,3.5,5.33,2.15,57.7,4.0,0.0,21.0,1.0,2018,9,276,Saturday,R03
10/1/2018,3.0,4.932,1.0,53.0,10.0,0.0,21.0,3.0,2018,10,276,Monday,R03
10/9/2018,2.0,1.67,1.0,30.0,18.0,0.0,29.0,1.0,2018,10,276,Tuesday,R03
10/10/2018,9.0,8.01,4.1,41.2,13.0,0.0,20.0,2.0,2018,10,276,Wednesday,R03
10/20/2018,2.34,2.02,2.0,33.0,9.0,0.0,34.0,5.0,2018,10,276,Saturday,R03
10/22/2018,2.66,7.01,3.3,18.8,8.0,0.0,28.0,1.3,2018,10,276,Monday,R03
10/25/2018,5.33,5.429,3.0,52.2,12.0,0.0,33.0,3.0,2018,10,276,Thursday,R03
11/9/2018,5.0,0.67,5.0,43.0,7.0,1.0,22.0,0.0,2018,11,276,Friday,R03
11/12/2018,2.34,2.33,7.0,35.0,15.0,2.0,24.0,1.0,2018,11,276,Monday,R03
11/15/2018,2.0,4.083,2.0,49.6,3.0,2.0,29.0,0.0,2018,11,276,Thursday,R03
11/23/2018,6.0,4.472,3.0,29.6,13.0,1.0,24.0,3.0,2018,11,276,Friday,R03
12/2/2018,3.17,5.779,10.0,65.7,6.0,0.0,27.0,8.0,2018,12,276,Sunday,R03
12/12/2018,4.33,2.0,3.0,37.6,11.0,0.0,21.0,0.0,2018,12,276,Wednesday,R03
12/14/2018,2.0,2.0,0.2,23.4,2.0,1.0,29.0,1.0,2018,12,276,Friday,R03
12/15/2018,4.0,2.34,3.45,62.4,5.0,0.0,26.0,2.3,2018,12,276,Saturday,R03
12/17/2018,6.34,2.01,5.0,53.0,6.0,1.0,22.0,2.0,2018,12,276,Monday,R03
12/25/2018,8.0,6.076,5.1,42.6,9.0,3.0,21.0,2.0,2018,12,276,Tuesday,R03
12/30/2018,5.33,7.593,5.0,59.9,6.0,0.0,31.0,3.3,2018,12,276,Sunday,R03
1/5/2019,8.01,3.69,3.1,62.75,10.0,0.0,30.0,1.0,2019,1,276,Saturday,R03
1/15/2019,4.33,4.33,3.65,30.4,9.0,0.0,19.0,1.0,2019,1,276,Tuesday,R03
1/18/2019,6.33,6.439,4.0,27.8,13.0,0.0,24.0,2.0,2019,1,276,Friday,R03
1/20/2019,11.67,14.463,2.1,93.05,6.0,0.0,34.0,1.0,2019,1,276,Sunday,R03
1/21/2019,4.34,5.825,0.0,67.15,11.0,0.0,31.0,0.0,2019,1,276,Monday,R03
1/23/2019,3.33,8.463,7.1,58.4,4.0,0.0,23.0,2.0,2019,1,276,Wednesday,R03
1/28/2019,8.5,7.109,3.0,45.0,11.0,0.0,28.0,3.0,2019,1,276,Monday,R03
1/31/2019,1.67,11.505,2.0,62.2,8.0,1.0,20.0,2.0,2019,1,276,Thursday,R03
2/2/2019,13.34,12.706,6.2,64.262,8.0,1.0,45.0,0.0,2019,2,276,Saturday,R03
2/7/2019,2.33,5.132,4.5,42.6,11.0,0.0,22.0,1.0,2019,2,276,Thursday,R03
2/28/2019,0.67,3.33,4.0,34.0,2.0,1.0,35.0,3.0,2019,2,276,Thursday,R03
3/14/2019,4.0,5.67,0.2,47.2,12.0,1.0,27.0,6.0,2019,3,276,Thursday,R03
3/15/2019,2.83,1.34,3.0,40.0,7.0,1.0,20.0,5.0,2019,3,276,Friday,R03
3/20/2019,5.67,2.0,2.0,28.9,8.2,0.0,19.0,5.0,2019,3,276,Wednesday,R03
3/22/2019,4.66,7.043,1.1,41.0,13.0,0.0,29.0,6.0,2019,3,276,Friday,R03
3/26/2019,4.0,5.51,3.0,36.0,11.0,0.0,19.0,9.0,2019,3,276,Tuesday,R03
4/17/2019,7.0,4.0,1.25,13.5,11.0,1.0,24.0,5.0,2019,4,276,Wednesday,R03
4/22/2019,8.67,1.66,4.5,51.0,12.0,0.0,31.0,9.0,2019,4,276,Monday,R03
4/30/2019,2.0,1.407,8.0,22.0,13.0,2.0,28.0,8.4,2019,4,276,Tuesday,R03
5/8/2019,9.0,4.033,3.0,13.0,15.0,2.0,20.0,0.0,2019,5,276,Wednesday,R03
5/9/2019,5.0,2.33,2.1,12.5,10.0,1.0,31.0,4.0,2019,5,276,Thursday,R03
5/10/2019,5.0,1.34,5.5,11.6,13.0,2.0,26.0,2.0,2019,5,276,Friday,R03
5/12/2019,4.67,1.68,3.1,38.8,2.0,1.0,19.0,5.0,2019,5,276,Sunday,R03
7/30/2019,9.5,6.187,5.0,19.0,9.0,4.0,33.0,5.0,2019,7,276,Tuesday,R03
8/7/2019,6.0,1.759,2.0,9.0,7.0,0.0,21.0,3.0,2019,8,276,Wednesday,R03
8/8/2019,7.66,1.01,3.0,15.0,10.0,0.0,31.0,3.0,2019,8,276,Thursday,R03
9/26/2019,5.5,3.033,2.0,31.0,13.0,0.0,31.0,0.0,2019,9,276,Thursday,R03
5/7/2014,3.33,6.32,3.0,16.8,8.0,1.0,3.0,11.0,2014,5,276,Wednesday,R06
5/19/2014,8.34,3.84,6.1,12.8,5.0,0.0,3.0,9.0,2014,5,276,Monday,R06
5/24/2014,3.0,4.713,5.0,28.0,11.0,1.0,0.0,9.0,2014,5,276,Saturday,R06
6/9/2014,6.33,1.34,5.0,18.0,17.0,4.0,0.0,11.0,2014,6,276,Monday,R06
6/11/2014,4.34,0.68,2.3,12.5,16.0,2.0,12.0,9.0,2014,6,276,Wednesday,R06
4/27/2015,3.0,0.78,4.0,43.0,10.0,0.0,0.0,10.0,2015,4,276,Monday,R06
5/7/2015,2.0,3.34,2.0,21.0,4.0,1.0,5.0,10.0,2015,5,276,Thursday,R06
5/10/2015,3.34,5.427,3.8,13.0,3.0,0.0,1.0,10.0,2015,5,276,Sunday,R06
5/26/2015,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,2015,5,276,Tuesday,R06
5/31/2015,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,2015,5,276,Sunday,R06
6/15/2015,4.0,3.36,5.0,37.0,9.0,0.0,6.0,9.0,2015,6,276,Monday,R06
7/1/2015,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,2015,7,276,Wednesday,R06
7/11/2015,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,2015,7,276,Saturday,R06
7/15/2015,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,2015,7,276,Wednesday,R06
7/24/2015,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,2015,7,276,Friday,R06
4/1/2016,6.33,3.01,2.7,50.4,4.0,0.0,16.0,10.5,2016,4,276,Friday,R06
4/3/2016,9.67,7.396,5.3,73.5,5.0,0.0,6.0,11.0,2016,4,276,Sunday,R06
4/5/2016,6.0,5.33,4.0,40.3,5.0,1.0,11.0,12.0,2016,4,276,Tuesday,R06
4/28/2016,4.66,6.34,6.0,28.0,17.66666667,0.0,12.0,12.0,2016,4,276,Thursday,R06
5/7/2016,3.99,8.34,4.0,47.2,5.0,1.0,0.0,10.0,2016,5,276,Saturday,R06
5/8/2016,5.0,10.66,1.0,40.4,12.0,0.0,1.0,11.0,2016,5,276,Sunday,R06
5/22/2016,4.34,4.51,9.05,55.6,6.0,1.0,0.0,10.0,2016,5,276,Sunday,R06
5/26/2016,4.67,5.33,5.35,24.8,20.0,1.0,0.0,9.0,2016,5,276,Thursday,R06
5/28/2016,12.33,0.363,3.0,43.0,4.0,0.0,4.0,9.0,2016,5,276,Saturday,R06
5/29/2016,8.67,4.33,6.0,31.8,2.0,1.0,5.0,9.2,2016,5,276,Sunday,R06
6/19/2016,6.34,6.01,3.0,40.0,1.0,0.0,7.0,15.0,2016,6,276,Sunday,R06
